ContactId,TagId
1128075,4435
1128075,4449
1128075,4427
1128075,4417
1128075,4587
1128075,4589
1128075,4597
1128075,4599
1128075,4609
1128075,4363
1128075,3713
1128075,4645
1070969,4449
1070969,4427
1070969,4423
1070969,4453
1070969,4417
1070969,4415
1070969,4407
1070969,4577
1070969,4317
1070969,4425
1070969,4389
1070969,4591
1070969,4593
1070969,4595
1070969,4601
1070969,4413
1070969,4605
1070969,4607
1070969,4609
1070969,4301
1070969,4419
1070969,4481
1070969,4615
1070969,4617
1070969,4305
1070969,4457
1070969,4363
1070969,4629
1070969,4503
1070969,3713
1070969,4645
1306389,4565
1306389,4569
1306389,4443
1306389,4453
1306389,4391
1306389,4581
1306389,4583
1306389,4597
1306389,4599
1306389,4365
1306389,4301
1306389,4321
1306389,4481
1306389,4615
1306389,4457
1306389,4363
1306389,4625
1306389,4627
1306389,4629
1306389,4631
1306389,4503
1306389,3713
1306389,4643
1306389,4645
1105001,4597
1105001,4599
1105001,4625
1105001,4627
1105001,3713
1105001,4643
1306393,4435
1306393,4449
1306393,4427
1306393,4473
1306393,4423
1306393,4417
1306393,4587
1306393,4589
1306393,4609
1306393,4419
1306393,4615
1306393,4617
1306393,4305
1306393,4491
1306393,4363
1306393,4629
1306393,4505
1306393,4349
1306393,4325
1306393,3599
1306393,3605
1306393,3713
1306393,4511
1306393,4645
1306395,4435
1306395,4449
1306395,4407
1306395,4587
1306395,4589
1306395,4389
1306395,4609
1306395,4615
1306395,4363
1306395,4629
1306395,3713
1306395,4645
1306397,4435
1306397,4449
1306397,4573
1306397,4575
1306397,4443
1306397,4415
1306397,4407
1306397,4425
1306397,4587
1306397,4589
1306397,4389
1306397,4597
1306397,4599
1306397,4609
1306397,4321
1306397,4615
1306397,4363
1306397,4629
1306397,3713
1306397,4643
1306397,4645
1306399,4435
1306399,4449
1306399,4473
1306399,4573
1306399,4575
1306399,4423
1306399,4417
1306399,4415
1306399,4407
1306399,4577
1306399,4425
1306399,4587
1306399,4589
1306399,4597
1306399,4599
1306399,4601
1306399,4413
1306399,4609
1306399,4411
1306399,4421
1306399,4513
1306399,4301
1306399,4419
1306399,4615
1306399,4495
1306399,4363
1306399,3713
1306399,4645
1306401,4435
1306401,4573
1306401,4575
1306401,4587
1306401,4589
1306401,4609
1306401,4411
1306401,4419
1306401,4615
1306401,4305
1306401,4495
1306401,4363
1306401,4629
1306401,4631
1306401,3599
1306401,3713
1306401,4645
1306401,4315
1306403,4449
1306403,4573
1306403,4575
1306403,4443
1306403,4423
1306403,4417
1306403,4415
1306403,4413
1306403,4609
1306403,4411
1306403,4421
1306403,4321
1306403,4621
1306403,3713
1306405,4435
1306405,4449
1306405,4473
1306405,4417
1306405,4587
1306405,4589
1306405,4389
1306405,4597
1306405,4599
1306405,4609
1306405,4311
1306405,4309
1306405,4615
1306405,4307
1306405,3199
1306405,4363
1306405,3605
1306405,3713
1306405,4511
1306405,4645
1306407,4435
1306407,4449
1306407,4573
1306407,4575
1306407,4587
1306407,4589
1306407,4597
1306407,4599
1306407,4601
1306407,4609
1306407,4615
1306407,4617
1306407,4363
1306407,3713
1306407,4645
1306409,4435
1306409,4449
1306409,4609
1306409,3887
1306411,4435
1306411,4449
1306411,4573
1306411,4575
1306411,4423
1306411,4407
1306411,4363
1306411,4507
1306411,3605
1306411,3713
1306411,4511
1306411,4645
1306413,4435
1306413,4449
1306413,4573
1306413,4575
1306413,4587
1306413,4589
1306413,4389
1306413,4609
1306413,3887
1306415,4435
1306415,4449
1306415,4573
1306415,4575
1306415,4425
1306415,4587
1306415,4589
1306415,4609
1306415,4365
1306415,4421
1306415,4515
1306415,4615
1306415,3713
1306417,4435
1306417,4449
1306417,4445
1306417,4573
1306417,4575
1306417,4423
1306417,4415
1306417,4425
1306417,4389
1306417,4609
1306417,4411
1306417,4365
1306417,4615
1306417,4495
1306417,4491
1306417,4363
1306417,4625
1306417,4627
1306417,4507
1306417,3713
1306417,4645
1306419,4435
1306419,4449
1306419,4573
1306419,4575
1306419,4423
1306419,4415
1306419,4609
1306419,4615
1306419,4363
1306419,3713
1306419,4645
1306421,4449
1306421,4473
1306421,4573
1306421,4575
1306421,4423
1306421,4417
1306421,4415
1306421,4407
1306421,4581
1306421,4583
1306421,4587
1306421,4589
1306421,4609
1306421,4411
1306421,4615
1306421,4621
1306421,4363
1306421,3605
1306421,3713
1306421,4511
1306421,4643
1306421,4645
1306423,4435
1306423,4449
1306423,4445
1306423,4573
1306423,4575
1306423,4423
1306423,4417
1306423,4407
1306423,4609
1306423,4411
1306423,4615
1306423,4495
1306423,4363
1306423,4629
1306423,4497
1306423,3713
1306423,4645
1306425,4435
1306425,4573
1306425,4575
1306425,4423
1306425,4417
1306425,4407
1306425,4577
1306425,4587
1306425,4589
1306425,4413
1306425,4609
1306425,4365
1306425,4421
1306425,4361
1306425,4367
1306425,4369
1306425,2201
1306425,4477
1306425,4615
1306425,2949
1306425,4617
1306425,4305
1306425,4495
1306425,4363
1306425,4629
1306425,4631
1306425,4505
1306425,3605
1306425,3713
1306425,4511
1306425,4467
1306425,4645
1306427,4435
1306427,4449
1306427,3887
1306429,4435
1306429,4449
1306429,4445
1306429,4573
1306429,4575
1306429,4417
1306429,4415
1306429,4407
1306429,4425
1306429,4587
1306429,4589
1306429,4597
1306429,4599
1306429,4609
1306429,4411
1306429,4421
1306429,4615
1306429,4495
1306429,4363
1306429,4625
1306429,4627
1306429,4629
1306429,4631
1306429,3605
1306429,3713
1306429,4511
1306429,4643
1306429,4645
1306431,4435
1306431,4565
1306431,4573
1306431,4575
1306431,4443
1306431,4423
1306431,4417
1306431,4415
1306431,4407
1306431,4585
1306431,4425
1306431,4587
1306431,4589
1306431,4597
1306431,4599
1306431,4411
1306431,4515
1306431,4321
1306431,4615
1306431,4621
1306431,4363
1306431,3713
1306431,4645
1306433,4435
1306433,4449
1306433,4423
1306433,4417
1306433,4415
1306433,4407
1306433,4587
1306433,4589
1306433,4413
1306433,4609
1306433,4615
1306433,4363
1306433,3713
1306433,4645
1306435,4435
1306435,4449
1306435,4423
1306435,4587
1306435,4589
1306435,4389
1306435,4609
1306435,4615
1306435,4617
1306435,4491
1306435,4363
1306435,4625
1306435,4627
1306435,4629
1306435,4631
1306435,4505
1306435,3713
1306435,4645
1306437,4435
1306437,4449
1306437,4573
1306437,4575
1306437,4423
1306437,4415
1306437,4425
1306437,4587
1306437,4589
1306437,4389
1306437,4609
1306437,4411
1306437,4615
1306437,4617
1306437,4363
1306437,4629
1306437,4631
1306437,4505
1306437,3713
1306437,4645
1306439,4435
1306439,4573
1306439,4575
1306439,4423
1306439,4417
1306439,4587
1306439,4589
1306439,4609
1306439,3713
1306441,4435
1306441,4449
1306441,4423
1306441,4587
1306441,4589
1306441,4609
1306441,4615
1306441,4617
1306441,4307
1306441,3199
1306441,4363
1306441,4629
1306441,4505
1306441,3713
1306441,4645
1306443,4435
1306443,4449
1306443,4415
1306443,4407
1306443,4609
1306443,4615
1306443,4617
1306443,4363
1306443,3713
1306443,4645
1306445,4435
1306445,4573
1306445,4575
1306445,3887
1306447,4435
1306447,4449
1306447,4573
1306447,4575
1306447,4587
1306447,4589
1306447,4609
1306447,4615
1306447,4491
1306447,4363
1306447,4629
1306447,4505
1306447,3713
1306447,4645
1306449,4435
1306449,4445
1306449,4573
1306449,4575
1306449,4585
1306449,4587
1306449,4589
1306449,4609
1306449,4615
1306449,4617
1306449,4363
1306449,4629
1306449,4631
1306449,3713
1306449,4643
1306449,4645
1306451,4449
1306451,4565
1306451,4573
1306451,4575
1306451,4423
1306451,4417
1306451,4603
1306451,4609
1306451,3887
1306453,4435
1306453,4445
1306453,4573
1306453,4575
1306453,4415
1306453,4407
1306453,4587
1306453,4589
1306453,4495
1306453,4491
1306453,4625
1306453,4627
1306453,3887
1306455,4435
1306455,4449
1306455,4433
1306455,4469
1306455,4573
1306455,4575
1306455,4423
1306455,4453
1306455,4415
1306455,4587
1306455,4589
1306455,4597
1306455,4599
1306455,4609
1306455,4421
1306455,4615
1306455,2949
1306455,4617
1306455,4491
1306455,4363
1306455,4625
1306455,4627
1306455,4629
1306455,3713
1306455,4645
1306457,4449
1306457,4609
1306457,3713
1306459,4435
1306459,4449
1306459,4573
1306459,4575
1306459,4423
1306459,4417
1306459,4587
1306459,4589
1306459,4609
1306459,3887
1306461,4435
1306461,4565
1306461,4427
1306461,4573
1306461,4575
1306461,4407
1306461,4587
1306461,4589
1306461,4603
1306461,4609
1306461,4411
1306461,4363
1306461,4505
1306461,3605
1306461,3713
1306461,4511
1306461,4645
1306463,4435
1306463,4449
1306463,4573
1306463,4575
1306463,4609
1306463,3887
1306465,4435
1306465,4449
1306465,4423
1306465,4417
1306465,4407
1306465,4587
1306465,4589
1306465,4413
1306465,4609
1306465,3887
1306467,4435
1306467,4449
1306467,4573
1306467,4575
1306467,4587
1306467,4589
1306467,4609
1306467,4615
1306467,3713
1306469,4435
1306469,4449
1306469,4473
1306469,4423
1306469,4407
1306469,4587
1306469,4589
1306469,4389
1306469,4609
1306469,4615
1306469,4617
1306469,4305
1306469,4495
1306469,4363
1306469,3713
1306469,4645
1306471,4449
1306471,4427
1306471,4473
1306471,4573
1306471,4575
1306471,4443
1306471,4423
1306471,4453
1306471,4407
1306471,4425
1306471,4587
1306471,4589
1306471,4609
1306471,4411
1306471,4421
1306471,4321
1306471,4615
1306471,4495
1306471,4363
1306471,4629
1306471,3713
1306471,4645
832149,4435
832149,4449
832149,4423
832149,4609
832149,3887
1306475,4435
1306475,4449
1306475,4423
1306475,4407
1306475,4587
1306475,4589
1306475,4609
1306475,4365
1306475,4615
1306475,4617
1306475,4495
1306475,4491
1306475,4363
1306475,4629
1306475,4497
1306475,4631
1306475,4507
1306475,3605
1306475,3713
1306475,4511
1306475,4645
1306477,4435
1306477,4449
1306477,4427
1306477,4443
1306477,4587
1306477,4589
1306477,4609
1306477,4421
1306477,4311
1306477,4309
1306477,4615
1306477,4495
1306477,4491
1306477,4363
1306477,4625
1306477,4627
1306477,4349
1306477,4325
1306477,3599
1306477,3713
1306477,4643
1306477,4645
1306477,4313
1306479,4435
1306479,4449
1306479,4573
1306479,4575
1306479,4407
1306479,4389
1306479,4601
1306479,4413
1306479,4609
1306479,4411
1306479,4615
1306479,4305
1306479,4495
