ContactId,TagId
1410355,186
1410355,182
1410355,4763
1410355,4817
1410355,4149
1410355,4869
1410355,3713
1410355,4151
1410355,4879
1410391,4119
1410391,186
1410391,4679
1410391,4683
1410391,4685
1410391,4711
1410391,4791
1410391,4817
1410391,4859
1410391,4877
1410411,4789
1410411,3713
1410433,4119
1410433,4661
1410433,4671
1410433,4685
1410433,4695
1410433,4877
1410449,4119
1410449,4291
1410449,4663
1410449,4665
1410449,4667
1410449,4669
1410449,4675
1410449,4677
1410449,4681
1410449,4697
1410449,4711
1410449,4771
1410449,4783
1410449,4785
1410449,4787
1410449,4817
1410449,4113
1410449,4029
1410449,4845
1410449,4169
1410449,2961
1410449,4851
1410449,4171
1410449,4061
1410449,4063
1410449,4107
1410449,4859
1410449,4861
1410449,4863
1410449,4865
1410449,4093
1410449,4043
1410449,4149
1410449,3585
1410449,3597
1410449,4191
1410449,3713
1410449,4151
1410449,4879
1410465,4119
1410465,4685
1410465,4743
1410465,4763
1410465,4817
1410465,4877
1410473,4119
1410473,4661
1410473,186
1410473,4817
1410473,4845
1410473,4107
1410473,4859
1410473,4861
1410473,4863
1410473,4865
1410473,4149
1410473,3713
1410473,4151
1410473,4879
1410491,204
1410491,4649
1410491,4789
1410491,4817
1410491,3713
1410509,186
1410509,4789
1410509,4817
1410509,4859
1410509,4861
1410509,4877
1410347,4119
1410347,4661
1410347,186
1410347,4719
1410347,4781
1410347,4783
1410347,4817
1410347,4877
1410367,4651
1410367,4781
1410367,4783
1410367,4149
1410367,3713
1410367,4151
1410367,4879
1410379,4789
1410379,4149
1410379,3713
1410379,4151
1410379,4879
1410399,4655
1410399,4289
1410399,4719
1410399,4783
1410399,4789
1410399,3713
1410415,4789
1410415,3713
1410435,4119
1410435,4653
1410435,4291
1410435,4131
1410435,4661
1410435,4845
1410435,4107
1410435,4859
1410435,4861
1410435,4863
1410435,4865
1410435,4149
1410435,3713
1410435,4151
1410435,4879
1410441,4877
1410459,4681
1410459,4711
1410459,4719
1410459,3713
1410481,4119
1410481,4661
1410481,4669
1410481,186
1410481,4671
1410481,4683
1410481,4685
1410481,4719
1410481,4781
1410481,4787
1410481,4791
1410481,4795
1410481,4797
1410481,4801
1410481,4817
1410481,4279
1410481,4029
1410481,4107
1410481,4859
1410481,4861
1410481,4863
1410481,4865
1410481,4093
1410481,4043
1410481,4149
1410481,3713
1410481,4151
1410481,4879
1410489,4877
1410345,4655
1410345,4719
1410345,3713
1410361,4655
1410361,4149
1410361,3713
1410361,4151
1410361,4879
1410383,4119
1410383,4131
1410383,4289
1410383,4661
1410383,4669
1410383,4673
1410383,4675
1410383,4677
1410383,4683
1410383,4685
1410383,4695
1410383,4719
1410383,4781
1410383,4791
1410383,4795
1410383,4799
1410383,4801
1410383,4817
1410383,4279
1410383,4819
1410383,4823
1410383,4825
1410383,4829
1410383,4845
1410383,4859
1410383,4043
1410383,4149
1410383,3713
1410383,4151
1410383,4879
1410403,4123
1410403,4655
1410403,4125
1410403,4291
1410403,4711
1410403,112
1410403,4121
1410403,4141
1410403,4817
1410403,4029
1410403,4035
1410403,4031
1410403,4033
1410403,2961
1410403,4107
1410403,4859
1410403,4861
1410403,4863
1410403,4865
1410403,4085
1410403,4087
1410403,4093
1410403,4051
1410403,4053
1410403,4049
1410403,4149
1410403,4109
1410403,4111
1410403,3585
1410403,3593
1410403,3597
1410403,4139
1410403,4191
1410403,3713
1410403,4203
1410403,4151
1410403,4879
1410417,4789
1410417,4149
1410417,3713
1410417,4151
1410417,4879
1410429,4789
1410429,3713
1410445,4291
1410445,4663
1410445,4781
1410445,4783
1410445,3713
1410471,4655
1410471,186
1410471,4783
1410471,4791
1410471,4795
1410471,4797
1410471,4801
1410471,4817
1410471,3713
1410487,4789
1410487,4149
1410487,3713
1410487,4151
1410487,4879
1410493,4789
1410493,3713
1410357,4789
1410357,4149
1410357,3713
1410357,4151
1410357,4879
1410365,4789
1410365,3713
1410381,4029
1410381,4859
1410381,4149
1410381,3585
1410381,3597
1410381,4191
1410381,3713
1410381,4151
1410381,4879
1410395,4789
1410395,4791
1410395,4795
1410395,4797
1410395,4801
1410395,4859
1410395,3713
1410413,4781
1410413,4785
1410413,3713
1410427,4789
1410427,3713
1410443,4675
1410443,4677
1410443,4681
1410443,182
1410443,4719
1410443,4763
1410443,4785
1410443,4817
1410443,4279
1410443,3713
1410461,4719
1410461,4741
1410461,4763
1410461,4817
1410461,3713
1410477,4679
1410477,4149
1410477,3713
1410477,4151
1410477,4879
1410495,4119
1410495,4661
1410495,4665
1410495,186
1410495,4719
1410495,4781
1410495,4783
1410495,4785
1410495,4791
1410495,4795
1410495,4797
1410495,4801
1410495,4817
1410495,4149
1410495,3585
1410495,3713
1410495,4203
1410495,4151
1410495,4879
1410349,4289
1410349,4789
1410349,4791
1410349,4817
1410349,3713
1410363,4119
1410363,4789
1410363,4795
1410363,4797
1410363,4799
1410363,4807
1410363,4809
1410363,4043
1410363,4149
1410363,4877
1410387,4781
1410387,4149
1410387,3713
1410387,4151
1410387,4879
1410405,186
1410405,4719
1410405,4789
1410405,4791
1410405,4817
1410405,4055
1410405,4149
1410405,3713
1410419,4665
1410419,4789
1410419,4149
1410419,3713
1410419,4151
1410419,4879
1410431,4787
1410431,4791
1410431,4859
1410431,4149
1410431,3713
1410431,4151
1410431,4879
1410451,4119
1410451,4655
1410451,4661
1410451,186
1410451,4719
1410451,4817
1410451,4877
1410451,4151
1410451,4879
1410467,4665
1410467,4789
1410467,4149
1410467,3713
1410467,4151
1410467,4879
1410479,186
1410479,4681
1410479,4719
1410479,4817
1410479,4149
1410479,3713
1410479,4151
1410479,4879
1410503,4655
1410503,4291
1410503,186
1410503,4675
1410503,4817
1410503,3713
1410353,4119
1410353,4289
1410353,4661
1410353,4663
1410353,4671
1410353,4675
1410353,4677
1410353,4681
1410353,4711
1410353,4817
1410353,4877
1410369,4675
1410369,4789
1410369,4817
1410369,3713
1410385,4675
1410385,4789
1410385,4817
1410385,4149
1410385,3713
1410385,4151
1410385,4879
1410401,4291
1410401,4675
1410401,4677
1410401,4681
1410401,4687
1410401,4689
1410401,4697
1410401,4703
1410401,4707
1410401,176
1410401,4715
1410401,4717
1410401,4283
1410401,4729
1410401,4745
1410401,4751
1410401,4753
1410401,150
1410401,4817
1410401,4043
1410401,4055
1410401,4149
1410401,3713
1410401,4151
1410401,4879
1410421,4655
1410421,4291
1410421,186
1410421,4675
1410421,4789
1410421,4817
1410421,3713
1410437,4789
1410437,911
1410437,4817
1410437,3713
1410453,4675
1410453,4789
1410453,4817
1410453,3713
1410469,4675
1410469,4677
1410469,4789
1410469,4817
1410469,4113
1410469,4029
1410469,4845
1410469,4107
1410469,4859
1410469,4861
1410469,4863
1410469,4865
1410469,4043
1410469,4149
1410469,3585
1410469,3713
1410469,4203
1410469,4151
1410469,4879
1410485,4817
1410485,4877
1410501,4789
1410501,4817
1410501,3585
1410501,3597
1410501,4191
1410501,3713
1410359,4675
1410359,4789
1410359,4817
1410359,4149
1410359,3713
1410359,4151
1410359,4879
1410375,4655
1410375,4675
1410375,4783
1410375,4791
1410375,4817
1410375,3713
1410393,4675
1410393,4677
1410393,4789
1410393,4817
1410393,3713
1410407,4291
1410407,4663
1410407,4675
1410407,4677
1410407,4817
1410407,4149
1410407,3713
1410407,4151
1410407,4879
1410423,4655
1410423,186
1410423,4817
1410423,4279
1410423,3713
1410439,4675
1410439,182
1410439,4789
1410439,4817
1410439,3713
1410457,4675
1410457,4719
1410457,4781
1410457,4789
1410457,4817
1410457,4107
1410457,4149
1410457,3585
1410457,3597
1410457,4191
1410457,3713
1410457,4203
1410457,4117
1410457,4151
1410457,4879
1410475,4675
1410475,4789
1410475,4817
1410475,3713
1410499,4675
1410499,4789
1410499,4817
1410499,3713
1410519,4789
1410519,4817
1410519,4149
1410519,3713
1410519,4151
1410519,4879
1410351,186
1410351,4675
1410351,4789
1410351,4817
1410351,3713
1410371,4665
1410371,4675
1410371,4789
1410371,4817
1410371,4029
1410371,4107
1410371,4859
1410371,4861
1410371,4863
1410371,4865
1410371,4149
1410371,3585
1410371,3597
1410371,4191
1410371,3713
1410371,4203
1410371,4151
1410371,4879
1410389,186
1410389,4675
1410389,4817
1410389,4877
1410409,4789
1410409,4817
1410409,3713
1410425,4675
1410425,4677
1410425,4789
1410425,4817
1410425,3713
1410447,4789
1410447,4817
1410447,3713
1410463,4789
1410463,4817
1410463,3713
1410483,4789
1410483,4817
1410483,3713
1410497,4741
1410497,4817
1410497,4029
1410497,4859
1410497,4877
1410513,4675
1410513,4677
1410513,4687
1410513,4689
1410513,4697
1410513,4707
1410513,4729
1410513,4789
1410513,4817
1410513,4149
1410513,3713
1410513,4151
1410513,4879
1410507,4789
1410507,4817
1410507,3713
1410523,4789
1410523,4817
1410523,3713
1410539,4675
1410539,4789
1410539,4817
1410539,3713
1410563,4675
1410563,4789
1410563,4817
1410563,3713
1410583,4789
1410583,4817
1410583,3713
1410599,4789
1410599,911
1410599,4817
1410599,3713
1410611,4289
1410611,186
1410611,4719
1410611,4781
1410611,4783
1410611,4785
1410611,4791
1410611,4795
1410611,4801
1410611,4817
1410611,4149
1410611,3713
1410611,4151
1410611,4879
1410637,4655
1410637,4675
1410637,4817
1410637,4149
1410637,3713
1410637,4151
1410637,4879
1410649,4291
1410649,186
1410649,4675
1410649,4677
1410649,4719
1410649,172
1410649,150
1410649,4783
1410649,4817
1410649,4149
1410649,3713
1410649,4151
1410649,4879
1410661,4675
1410661,4789
1410661,4817
1410661,3713
1410515,4675
1410515,4789
1410515,4817
1410515,3713
1410529,4675
1410529,4817
1410529,4877
1410553,4291
1410553,4675
1410553,4817
1410553,3713
1410569,4291
1410569,4675
1410569,4817
1410569,4029
1410569,4035
1410569,4025
1410569,4027
1410569,4153
1410569,4107
1410569,4859
1410569,4861
1410569,4863
1410569,4865
1410569,4149
1410569,3585
1410569,3593
1410569,3713
1410569,4151
1410569,4879
1410585,4817
